,Movies,Year,Certificate,IMDB,Metascore,Votes,Gross,Runtime,Genre
2072,Journey to the Center of the Earth,(2008),PG,5.8,57        ,113593,"101,704,370",93 min,"
Action, Adventure, Family            "
2073,Street Kings,(2008),R,6.8,55        ,107259,"26,415,649",109 min,"
Action, Crime, Drama            "
2074,The Other Boleyn Girl,(2008),PG-13,6.7,50        ,104539,"26,814,957",115 min,"
Biography, Drama, History            "
2075,Frost/Nixon,(2008),R,7.7,80        ,103339,"18,593,156",122 min,"
Biography, Drama, History            "
2076,The Wave,(2008),Not Rated,7.6,No Metascore found,102748,,107 min,"
Drama, Thriller            "
2077,Mirrors,(I) (2008),R,6.2,35        ,102252,"30,691,439",110 min,"
Horror, Mystery            "
2078,Meet the Spartans,(2008),PG-13,2.8,9        ,101505,"38,233,676",87 min,"
Animation, Comedy, Fantasy            "
2079,The Forbidden Kingdom,(2008),PG-13,6.6,57        ,101368,"52,075,270",104 min,"
Action, Adventure, Fantasy            "
2080,Never Back Down,(2008),PG-13,6.6,39        ,95861,"24,850,922",113 min,"
Action, Drama, Sport            "
2081,Babylon A.D.,(2008),PG-13,5.6,26        ,93211,"22,532,572",90 min,"
Action, Adventure, Sci-Fi            "
2082,The X Files: I Want to Believe,(2008),PG-13,5.9,47        ,88617,"20,982,478",104 min,"
Crime, Drama, Horror            "
2083,Be Kind Rewind,(2008),PG-13,6.4,52        ,88567,"11,169,531",102 min,"
Comedy            "
2084,Nick and Norah's Infinite Playlist,(2008),PG-13,6.6,64        ,88500,"31,487,293",90 min,"
Comedy, Drama, Music            "
2085,The Spiderwick Chronicles,(2008),PG,6.5,62        ,88428,"71,195,053",96 min,"
Action, Adventure, Drama            "
2086,Bedtime Stories,(2008),PG,6.0,33        ,88286,"110,101,975",99 min,"
Adventure, Comedy, Family            "
2087,Disaster Movie,(2008),PG-13,1.9,15        ,87115,"14,190,901",87 min,"
Comedy, Family, Sci-Fi            "
2088,Righteous Kill,(2008),R,6.0,36        ,84751,"40,081,410",101 min,"
Crime, Drama, Mystery            "
2089,Sex Drive,(2008),R,6.5,49        ,83812,"8,402,485",109 min,"
Comedy, Romance            "
2090,Martyrs,(2008),R,7.1,No Metascore found,83433,,99 min,"
Horror            "
2091,"Synecdoche, New York",(2008),R,7.6,67        ,83174,"3,081,925",124 min,"
Drama            "
2092,Step Up 2: The Streets,(2008),PG-13,6.2,50        ,79907,"58,017,783",98 min,"
Drama, Music, Romance            "
2093,The House Bunny,(2008),PG-13,5.5,55        ,79361,"48,237,389",97 min,"
Comedy, Romance            "
2094,Semi-Pro,(2008),R,5.8,47        ,78518,"33,472,850",91 min,"
Comedy, Sport            "
2095,The Duchess,(2008),PG-13,6.9,62        ,78376,"13,823,741",110 min,"
Biography, Drama, History            "
2096,Eden Lake,(2008),R,6.8,65        ,76877,"5,824",91 min,"
Horror, Thriller            "
2097,Felon,(2008),R,7.4,58        ,74973,"36,756",104 min,"
Action, Crime, Thriller            "
2098,A Wednesday,(2008),Not Rated,8.1,No Metascore found,73893,,104 min,"
Action, Crime, Drama            "
2099,Fool's Gold,(I) (2008),PG-13,5.7,29        ,73889,"70,231,041",112 min,"
Action, Adventure, Comedy            "
2100,Inkheart,(2008),PG,6.1,49        ,73512,"17,303,424",106 min,"
Adventure, Family, Fantasy            "
2101,Doomsday,(2008),R,6.0,51        ,73412,"10,955,425",105 min,"
Action, Sci-Fi, Thriller            "
2102,Outlander,(2008),R,6.2,40        ,71888,"160,641",115 min,"
Action, Adventure, Sci-Fi            "
2103,The Ruins,(2008),R,5.9,44        ,70382,"17,432,844",90 min,"
Adventure, Fantasy, Horror            "
2104,Quarantine,(2008),R,5.9,53        ,70280,"31,691,811",89 min,"
Action, Adventure, Fantasy            "
2105,Blindness,(2008),R,6.6,45        ,70242,"3,073,392",121 min,"
Drama, Mystery, Sci-Fi            "
2106,Ghost Town,(I) (2008),PG-13,6.7,72        ,69996,"13,214,030",102 min,"
Comedy, Drama, Fantasy            "
2107,Sunshine Cleaning,(2008),R,6.8,61        ,69528,"12,062,558",91 min,"
Comedy, Drama            "
2108,Speed Racer,(2008),PG,6.0,37        ,68945,"43,945,766",135 min,"
Action, Adventure, Comedy            "
2109,Made of Honor,(2008),PG-13,5.9,37        ,67854,"46,012,734",101 min,"
Comedy, Romance            "
2110,How to Lose Friends & Alienate People,(2008),R,6.4,35        ,67778,"2,778,752",110 min,"
Biography, Comedy, Drama            "
2111,Four Christmases,(2008),PG-13,5.7,41        ,66226,"120,146,040",88 min,"
Comedy, Drama, Romance            "
2112,Hunger,(2008),Not Rated,7.6,82        ,66073,"154,084",96 min,"
Biography, Drama            "
2113,Superhero Movie,(2008),PG-13,4.5,33        ,63638,"26,638,520",75 min,"
Action, Comedy, Sci-Fi            "
2114,City of Ember,(2008),PG,6.5,58        ,62836,"7,873,007",90 min,"
Adventure, Family, Fantasy            "
2115,The Midnight Meat Train,(2008),R,6.0,58        ,60191,"83,361",100 min,"
Horror, Mystery, Thriller            "
2116,Punisher: War Zone,(2008),R,5.9,30        ,60135,"7,948,159",103 min,"
Action, Crime, Drama            "
2117,The Spirit,(2008),PG-13,4.8,30        ,59388,"19,781,879",103 min,"
Action, Crime, Fantasy            "
2118,Pride and Glory,(2008),R,6.6,45        ,59070,"15,709,385",130 min,"
Crime, Drama, Thriller            "
2119,Star Wars: The Clone Wars,(2008),PG,5.9,35        ,58532,"35,161,554",98 min,"
Animation, Action, Adventure            "
2120,The Chaser,(2008),Not Rated,7.8,64        ,58483,,125 min,"
Action, Crime, Thriller            "
2121,Appaloosa,(2008),R,6.7,64        ,58359,"20,207,003",115 min,"
Action, Crime, Drama            "
2122,Drillbit Taylor,(2008),PG-13,5.7,41        ,58144,"32,853,640",110 min,"
Action, Comedy, Crime            "
2123,High School Musical 3,(2008),G,4.8,57        ,58082,"90,559,416",112 min,"
Comedy, Drama, Family            "
2124,Ghajini,(2008),Not Rated,7.3,No Metascore found,56428,"2,430,631",186 min,"
Action, Drama, Mystery            "
2125,Traitor,(2008),PG-13,7.0,61        ,55615,"23,530,831",114 min,"
Action, Crime, Drama            "
2126,Bangkok Dangerous,(2008),R,5.4,24        ,54925,"15,279,680",99 min,"
Action, Crime, Thriller            "
2127,The Eye,(2008),PG-13,5.4,36        ,51560,"31,418,697",98 min,"
Drama, Horror, Mystery            "
2128,Transsiberian,(2008),R,6.7,72        ,50785,"2,203,641",111 min,"
Crime, Drama, Mystery            "
2129,The Love Guru,(2008),PG-13,3.8,24        ,50444,"32,235,793",87 min,"
Comedy, Romance, Sport            "
2130,Wild Child,(2008),PG-13,6.1,No Metascore found,49746,"19,780",124 min,"
Adventure, Comedy, Drama            "
2131,The Brothers Bloom,(2008),PG-13,6.8,55        ,48986,"3,519,627",114 min,"
Action, Adventure, Comedy            "
2132,Lakeview Terrace,(2008),PG-13,6.1,47        ,48938,"39,263,506",110 min,"
Crime, Drama, Thriller            "
2133,Departures,(2008),PG-13,8.1,68        ,48590,"1,498,210",130 min,"
Drama, Music            "
2134,Untraceable,(2008),R,6.2,32        ,47555,"28,687,835",101 min,"
Crime, Mystery, Thriller            "
2135,Rachel Getting Married,(2008),R,6.7,82        ,47270,"12,796,277",113 min,"
Drama, Romance            "
2136,Gomorrah,(2008),Not Rated,7.0,87        ,46403,"1,577,639",137 min,"
Crime, Drama            "
2137,W.,(I) (2008),PG-13,6.3,56        ,46236,"25,534,493",129 min,"
Biography, Comedy, Drama            "
2138,"New York, I Love You",(2008),R,6.2,49        ,44817,"1,585,859",103 min,"
Comedy, Drama, Romance            "
2139,Che: Part One,(2008),Not Rated,7.2,No Metascore found,44271,"1,731,665",134 min,"
Biography, Drama, History            "
2140,Rab Ne Bana Di Jodi,(2008),Not Rated,7.2,No Metascore found,43856,"2,074,346",167 min,"
Comedy, Drama, Music            "
2141,Red Cliff,(2008),R,7.4,73        ,43719,"627,047",148 min,"
Action, Adventure, Drama            "
2142,My Best Friend's Girl,(2008),R,5.9,34        ,42560,"19,219,250",101 min,"
Comedy, Romance            "
2143,Baby Mama,(2008),PG-13,6.0,55        ,42425,"60,269,340",99 min,"
Comedy, Romance            "
2144,Welcome to the Sticks,(2008),Not Rated,7.1,No Metascore found,39534,"1,477,650",106 min,"
Comedy, Romance            "
2145,Meet Dave,(2008),PG,5.0,43        ,38532,"11,802,056",90 min,"
Adventure, Comedy, Family            "
2146,A.R.O.G,(2008),TV-G,7.3,No Metascore found,37931,,127 min,"
Comedy, Fantasy, Sci-Fi            "
2147,Two Lovers,(2008),R,7.0,74        ,37879,"3,148,482",110 min,"
Drama, Romance            "
2148,Happy-Go-Lucky,(2008),R,7.0,84        ,37817,"3,494,485",118 min,"
Comedy, Drama, Romance            "
2149,Deception,(I) (2008),R,6.1,31        ,37708,"4,597,760",107 min,"
Crime, Drama, Mystery            "
2150,JCVD,(2008),R,7.1,64        ,37480,"470,691",97 min,"
Action, Comedy, Crime            "
2151,The Rocker,(2008),PG-13,6.2,53        ,36678,"6,409,528",102 min,"
Comedy, Music            "
2152,Nothing But the Truth,(I) (2008),R,7.2,64        ,36157,"3,045",108 min,"
Crime, Drama            "
2153,The Hottie & the Nottie,(2008),PG-13,1.9,7        ,36108,"27,696",91 min,"
Comedy, Romance            "
2154,The Baader Meinhof Complex,(2008),R,7.4,76        ,35919,"476,270",150 min,"
Action, Biography, Crime            "
2155,The Tale of Despereaux,(2008),G,6.1,53        ,35826,"50,877,145",93 min,"
Animation, Adventure, Comedy            "
2156,Keith,(I) (2008),PG-13,7.4,No Metascore found,35224,,95 min,"
Drama, Romance            "
2157,Passengers,(2008),PG-13,5.9,40        ,34651,"270,659",93 min,"
Romance, Thriller            "
2158,Prom Night,(I) (2008),PG-13,3.9,17        ,34075,"43,869,350",88 min,"
Horror, Mystery            "
2159,The Class,(2008),PG-13,7.5,92        ,33998,"3,766,595",128 min,"
Drama            "
2160,The Good the Bad the Weird,(2008),R,7.3,69        ,33440,"128,486",130 min,"
Action, Adventure, Comedy            "
2161,Splinter,(I) (2008),R,6.1,58        ,33412,,82 min,"
Horror, Sci-Fi, Thriller            "
2162,Nim's Island,(2008),PG,6.0,55        ,33398,"48,006,503",96 min,"
Adventure, Family, Fantasy            "
2163,Shutter,(I) (2008),PG-13,5.3,37        ,32450,"25,926,543",85 min,"
Horror, Mystery, Thriller            "
2164,Che: Part Two,(2008),Not Rated,6.9,64        ,32259,,135 min,"
Biography, Drama, History            "
2165,Mesrine: Killer Instinct,(2008),R,7.5,71        ,32160,"551,660",113 min,"
Action, Biography, Crime            "
2166,Chaos Theory,(2008),PG-13,6.6,44        ,31582,"237,958",87 min,"
Comedy, Drama, Romance            "
2167,Choke,(2008),R,6.4,47        ,31510,"2,926,565",92 min,"
Comedy, Drama            "
2168,Pathology,(2008),R,6.0,55        ,31330,"108,662",95 min,"
Crime, Thriller            "
2169,Leatherheads,(2008),PG-13,6.0,56        ,31014,"31,199,215",114 min,"
Comedy, Drama, Romance            "
2170,One Missed Call,(2008),PG-13,4.0,24        ,30886,"26,876,529",87 min,"
Horror, Mystery            "
2171,Jodhaa Akbar,(2008),Not Rated,7.6,69        ,29914,"3,440,718",213 min,"
Action, Drama, History            "
2172,The Wackness,(2008),R,7.0,61        ,29847,"2,077,116",99 min,"
Comedy, Drama, Romance            "
2173,Ong Bak 2,(2008),R,6.2,47        ,29334,"102,055",98 min,"
Action            "
2174,Pontypool,(2008),Not Rated,6.6,54        ,29316,"3,478",93 min,"
Fantasy, Horror, Thriller            "
2175,Resident Evil: Degeneration,(2008),R,6.5,No Metascore found,28859,,98 min,"
Animation, Action, Horror            "
2176,Mesrine: Public Enemy No. 1,(2008),R,7.5,72        ,28456,"275,125",133 min,"
Action, Biography, Crime            "
2177,The Oxford Murders,(2008),R,6.1,No Metascore found,27776,"3,607",108 min,"
Crime, Mystery, Thriller            "
2178,Asterix at the Olympic Games,(2008),Not Rated,5.2,No Metascore found,27761,"999,811",116 min,"
Adventure, Comedy, Family            "
